job_id,job_title,company_name,industry,job_location,employment_type,experience_required_years,salary_min,salary_max,skills_required,education_required,posted_date,scrape_date,job_source
1342,Helpdesk Analyst,HCL Technologies,Human Resources Services,Bhopal,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-09-2023,05-10-2023,Referral
1343,Software Engineer,Oracle,Data & Analytics,Hyderabad,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-09-2023,06-10-2023,Upwork
1344,Data Analyst,Zomato,E-commerce,Goa,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-09-2023,07-10-2023,Freelancer
1345,Product Manager,Deloitte,Banking & Insurance,Jaipur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-09-2023,08-10-2023,Naukri.com
1346,Prompt Engineer,Persistent Systems,Human Resources Services,Toronto,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-09-2023,09-10-2023,Indeed
1347,SEO Specialist,Amazon,E-commerce,San Francisco,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,09-09-2023,10-10-2023,Naukri.com
1348,Operations Executive,Freshworks,Banking & Insurance,Sydney,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-09-2023,11-10-2023,SimplyHired
1349,Sales Executive,Zomato,Cybersecurity,Ranchi,Internship,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,11-09-2023,12-10-2023,Indeed
1350,Information Security Engineer,Meta,Logistics & Supply Chain,Chandigarh,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-09-2023,13-10-2023,Company Website
1351,Recruitment Executive,Concentrix,EdTech,San Francisco,Part-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,13-09-2023,14-10-2023,AngelList
1352,Social Media Executive,Uber,E-commerce,Kochi,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,14-09-2023,15-10-2023,Company Website
1353,Digital Marketing Analyst,Cognizant,Human Resources Services,Noida,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,15-09-2023,16-10-2023,Naukri.com
1354,QA Analyst,Flipkart,BPO / KPO,San Francisco,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-09-2023,17-10-2023,Stack Overflow Jobs
1355,Data Scientist,Concentrix,Cybersecurity,Mumbai,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-09-2023,18-10-2023,Monster
1356,Content Analyst,Oracle,EdTech,Nagpur,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,18-09-2023,19-10-2023,CareerBuilder
1357,Social Media Executive,Wipro,Cloud Computing,Nagpur,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,19-09-2023,20-10-2023,Upwork
1358,Cybersecurity Analyst,HGS,IT Services,Dubai,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-09-2023,21-10-2023,SimplyHired
1359,Backend Developer,Capgemini,Telecom,Delhi,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-09-2023,22-10-2023,TimesJobs
1360,Information Security Engineer,Byjus,Healthcare Technology,Raipur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-09-2023,23-10-2023,AngelList
1361,Business Intelligence Analyst,Persistent Systems,Telecom,Pune,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-09-2023,24-10-2023,Upwork
1362,Cybersecurity Analyst,Tech Mahindra,Retail,Berlin,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-09-2023,25-10-2023,AngelList
1363,Software Engineer,Byjus,Data & Analytics,Delhi,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-09-2023,26-10-2023,Freelancer
1364,BPO Team Lead,Genpact,Telecom,Kochi,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,26-09-2023,27-10-2023,CareerBuilder
1365,Test Engineer,Capgemini,Cybersecurity,Toronto,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-09-2023,28-10-2023,Freelancer
1366,Telemarketing Executive,Swiggy,IT Services,Bhopal,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,28-09-2023,29-10-2023,SimplyHired
1367,Machine Learning Engineer,Reliance Jio,Retail,Mumbai,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-09-2023,30-10-2023,SimplyHired
1368,Frontend Developer,IBM India,Healthcare Technology,Bhopal,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-09-2023,31-10-2023,Monster
1369,Telemarketing Executive,Wipro,E-commerce,Lucknow,Part-time,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,01-10-2023,01-11-2023,Stack Overflow Jobs
1370,Senior Data Analyst,Meta,IT Services,Jaipur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-10-2023,02-11-2023,Freelancer
1371,Senior Data Analyst,PwC,Software Development,Bhopal,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-10-2023,03-11-2023,LinkedIn
1372,Backend Developer,Teleperformance,Retail,Patna,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-10-2023,04-11-2023,Glassdoor
1373,Helpdesk Analyst,Adobe,Artificial Intelligence,Gurgaon,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-10-2023,05-11-2023,SimplyHired
1374,Customer Service Manager,Accenture,Software Development,Nagpur,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,06-10-2023,06-11-2023,Freelancer
1375,Marketing Executive,Tata Consultancy Services,Healthcare Technology,Ranchi,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,07-10-2023,07-11-2023,SimplyHired
1376,Information Security Engineer,Sutherland Global,Human Resources Services,Paris,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-10-2023,08-11-2023,TimesJobs
1377,Information Security Engineer,Flipkart,Artificial Intelligence,Bengaluru,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-10-2023,09-11-2023,Monster
1378,Software Engineer,Genpact,EdTech,Ahmedabad,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-10-2023,10-11-2023,TimesJobs
1379,DevOps Engineer,Infosys,Product & SaaS,Ranchi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-10-2023,11-11-2023,Indeed
1380,Operations Executive,Zensar Technologies,Human Resources Services,Pune,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-10-2023,12-11-2023,GitHub Jobs
1381,Backend Developer,Reliance Jio,Product & SaaS,Kochi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-10-2023,13-11-2023,Glassdoor
1382,Customer Service Manager,Accenture,Cloud Computing,New York,Contract,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,14-10-2023,14-11-2023,Referral
1383,Information Security Engineer,PhonePe,Financial Services,Raipur,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-10-2023,15-11-2023,TimesJobs
1384,DevOps Engineer,SAP,E-commerce,Chandigarh,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-10-2023,16-11-2023,Referral
1385,Business Intelligence Analyst,Amazon,BPO / KPO,Singapore,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-10-2023,17-11-2023,Referral
1386,HR Analyst,Google,IT Services,Goa,Internship,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,18-10-2023,18-11-2023,CareerBuilder
1387,Call Center Agent,Infosys,Financial Services,Raipur,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,19-10-2023,19-11-2023,Stack Overflow Jobs
1388,Operations Executive,Cognizant,E-commerce,Gurgaon,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-10-2023,20-11-2023,Indeed
1389,Customer Support Executive,Salesforce,Data & Analytics,Bhopal,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,21-10-2023,21-11-2023,Stack Overflow Jobs
1390,Backend Developer,Paytm,BPO / KPO,Ranchi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-10-2023,22-11-2023,GitHub Jobs
1391,Social Media Executive,Hexaware Technologies,Business Consulting,Hyderabad,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,23-10-2023,23-11-2023,Glassdoor
1392,Operations Executive,Google,BPO / KPO,Nagpur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-10-2023,24-11-2023,Naukri.com
1393,HR Analyst,Cyient,Logistics & Supply Chain,Dubai,Part-time,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,25-10-2023,25-11-2023,CareerBuilder
1394,QA Analyst,Deloitte,Product & SaaS,Bhopal,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-10-2023,26-11-2023,Freelancer
1395,Test Engineer,HGS,E-commerce,Bengaluru,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-10-2023,27-11-2023,Indeed
1396,AI Engineer,Concentrix,IT Services,Kochi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-10-2023,28-11-2023,AngelList
1397,Generative AI Engineer,Teleperformance,Cloud Computing,New York,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-10-2023,29-11-2023,Referral
1398,Helpdesk Analyst,Cognizant,Retail,Patna,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-10-2023,30-11-2023,Stack Overflow Jobs
1399,Data Analyst,SAP,Cybersecurity,Paris,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,31-10-2023,01-12-2023,GitHub Jobs
1400,Fraud Detection Analyst,Oracle,Cloud Computing,Kolkata,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-11-2023,02-12-2023,Freelancer
1401,Data Analyst,Amazon,Logistics & Supply Chain,Kolkata,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-11-2023,03-12-2023,Upwork
1402,IT Support Specialist,HGS,Cybersecurity,Pune,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-11-2023,04-12-2023,CareerBuilder
1403,AI Engineer,Teleperformance,Financial Services,Sydney,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-11-2023,05-12-2023,SimplyHired
1404,Operations Executive,Capgemini,Retail,Hyderabad,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-11-2023,06-12-2023,LinkedIn
1405,Power BI Developer,Hexaware Technologies,Artificial Intelligence,Kolkata,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-11-2023,07-12-2023,TimesJobs
1406,Sales Executive,Salesforce,IT Services,Gurgaon,Freelance,12,30000,120000,"Negotiation, CRM, Communication, Lead Generation, Presentation",Bachelor's in Business / Marketing / Management,07-11-2023,08-12-2023,Company Website
1407,Project Coordinator,Tata Consultancy Services,Software Development,Delhi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-11-2023,09-12-2023,LinkedIn
1408,DevOps Engineer,Reliance Jio,Product & SaaS,London,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-11-2023,10-12-2023,Naukri.com
1409,Fraud Detection Analyst,LTIMindtree,Cloud Computing,Bengaluru,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-11-2023,11-12-2023,TimesJobs
1410,BPO Team Lead,Wipro,IT Services,Lucknow,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,11-11-2023,12-12-2023,LinkedIn
1411,Call Center Agent,Capgemini,Cloud Computing,Gurgaon,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,12-11-2023,13-12-2023,Referral
1412,Full Stack Developer,Teleperformance,Financial Services,Ranchi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-11-2023,14-12-2023,Stack Overflow Jobs
1413,HR Analyst,Deloitte,Banking & Insurance,Bengaluru,Contract,10,30000,70000,"Recruitment, HR Policies, Payroll, Communication, Employee Engagement",Bachelor's in HR / Management / Psychology,14-11-2023,15-12-2023,GitHub Jobs
1414,Cloud Solutions Architect,Genpact,Logistics & Supply Chain,Mumbai,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-11-2023,16-12-2023,GitHub Jobs
1415,Data Analyst,Zoho,BPO / KPO,London,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-11-2023,17-12-2023,Stack Overflow Jobs
1416,Financial Analyst,Google,Cybersecurity,Berlin,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-11-2023,18-12-2023,SimplyHired
1417,Information Security Engineer,LTIMindtree,Retail,Nagpur,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-11-2023,19-12-2023,SimplyHired
